,District Number,Zip Codes,District,Campus Number,Campus,Region,County,School Type,Grades Served,Alternative Education Accountability,Charter,Number of Students,% Economically Disadvantaged,% EB/EL Students,Overall Rating,Overall Score,Student Achievement Rating,Student Achievement Score,School Progress Rating,School Progress Score,Academic Growth Rating,Academic Growth Score,Relative Performance Rating,Relative Performance Score,Closing the Gaps Rating,Closing the Gaps Score,Support Label,Public Education Grant,Distinction ELA/Reading,Distinction Mathematics,Distinction Science,Distinction Soc Studies,Distinction Progress,Distinction Closing the Gaps,Distinction Postsecondary Readiness,US Congress District,US Congress Election District,TX House District,TX House Election District,TX Senate District,TX Senate Election District,Campus Enrollment Type
9931,220908,,MANSFIELD ISD,220908201,MARY ORR INT,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,640,40.00%,12.30%,B,86,B,85,B,81,C,75,B,81,B,89,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Not Earned,6,6,96,96,10,22,ZONED SCHOOL-TRANSFERS ACCEPTED
9932,220908,,MANSFIELD ISD,220908202,CROSS TIMBERS INT,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,572,69.40%,15.20%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,66,C,70,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,6,25,94,96,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
9933,220908,,MANSFIELD ISD,220908204,DONNA SHEPARD ACADEMY,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,840,50.00%,19.30%,C,79,B,80,C,79,Not Rated: Senate Bill 1365,63,C,79,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,6,6,96,96,10,22,COMBINED ENROLLMENT TYPE SCHOOL
9934,220908,,MANSFIELD ISD,220908205,DELLA ICENHOWER INT,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,736,57.30%,17.30%,C,79,C,75,C,79,C,79,C,75,B,80,,,Not Earned,Earned,Not Earned,,Not Earned,Not Earned,Not Earned,6,6,101,101,22,23,ZONED SCHOOL-TRANSFERS ACCEPTED
9935,220908,,MANSFIELD ISD,220908206,MARY LILLARD I S,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,772,24.50%,7.10%,B,82,B,85,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,66,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,6,6,101,101,22,23,ZONED SCHOOL-TRANSFERS ACCEPTED
9936,220908,,MANSFIELD ISD,220908207,ASA E LOW JR INT,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,556,40.80%,9.70%,B,85,B,85,B,80,C,75,B,80,B,84,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,6,6,96,96,10,22,ZONED SCHOOL-TRANSFERS ACCEPTED
9937,220908,,MANSFIELD ISD,220908208,ALMA MARTINEZ INT,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,750,26.80%,9.60%,B,89,A,90,C,79,C,79,C,79,B,87,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,25,6,58,58,22,10,COMBINED ENROLLMENT TYPE SCHOOL
9938,220910,,LAKE WORTH ISD,220910042,LUCYLE COLLINS MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,893,87.50%,26.30%,C,73,Not Rated: Senate Bill 1365,53,C,75,C,75,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,68,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,33,33,90,90,10,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9939,220912,,CROWLEY ISD,220912041,H F STEVENS MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,783,83.90%,27.80%,C,74,Not Rated: Senate Bill 1365,60,C,75,C,75,Not Rated: Senate Bill 1365,69,C,70,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,6,25,96,97,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
9940,220912,,CROWLEY ISD,220912042,CROWLEY MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,"1,004",80.00%,18.40%,C,70,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,6,12,96,96,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
9941,220912,,CROWLEY ISD,220912043,SUMMER CREEK MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,9-Jun,No,No,944,65.50%,12.10%,C,71,Not Rated: Senate Bill 1365,65,C,70,C,70,Not Rated: Senate Bill 1365,63,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,96,97,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
9942,220912,,CROWLEY ISD,220912044,RICHARD ALLIE MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,912,68.00%,11.80%,C,79,C,75,B,81,B,81,B,81,C,74,,,Earned,Not Earned,Earned,Not Earned,Earned,Not Earned,Not Earned,6,12,96,97,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
9943,220914,,KENNEDALE ISD,220914041,KENNEDALE J H,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jul,No,No,458,43.70%,9.60%,C,78,C,74,C,79,C,79,Not Rated: Senate Bill 1365,59,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,6,25,96,96,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
9944,220914,,KENNEDALE ISD,220914101,JAMES A ARTHUR INT,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,374,48.90%,16.60%,B,83,C,78,B,84,B,84,C,75,B,80,,,Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,6,25,96,96,10,10,ZONED SCHOOL-TRANSFERS ACCEPTED
9945,220915,,AZLE ISD,220915041,AZLE J H SOUTH,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jul,No,No,568,48.90%,6.70%,A,90,B,83,A,91,A,91,B,82,B,87,,,Not Earned,Not Earned,Earned,Not Earned,Earned,Earned,Earned,12,12,99,99,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9946,220915,,AZLE ISD,220915042,SANTO FORTE J H,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jul,No,No,525,55.40%,9.10%,B,83,C,77,B,85,B,85,C,79,C,78,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,99,99,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9947,220915,,AZLE ISD,220915104,AZLE EL,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,563,46.40%,7.30%,C,77,C,78,C,74,Not Rated: Senate Bill 1365,66,C,74,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,99,99,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9948,220915,,AZLE ISD,220915107,W E HOOVER EL,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,475,53.70%,9.90%,B,86,B,84,B,86,B,84,B,86,B,87,,,Not Earned,Earned,Earned,,Earned,Earned,Not Earned,12,12,99,99,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9949,220916,,HURST-EULESS-BEDFORD ISD,220916041,CENTRAL J H,REGION 11: FORT WORTH,TARRANT,Middle School,9-Jul,No,No,"1,115",62.20%,14.50%,A,95,A,92,A,93,A,93,A,93,A,100,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,24,24,92,94,9,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9950,220916,,HURST-EULESS-BEDFORD ISD,220916042,EULESS J H,REGION 11: FORT WORTH,TARRANT,Middle School,9-Jul,No,No,"1,177",72.30%,16.10%,A,90,B,88,A,91,A,91,A,91,B,86,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,24,24,92,92,9,22,ZONED SCHOOL-TRANSFERS ACCEPTED
9951,220916,,HURST-EULESS-BEDFORD ISD,220916043,HURST J H,REGION 11: FORT WORTH,TARRANT,Middle School,9-Jul,No,No,"1,007",70.70%,22.60%,A,91,B,89,A,92,A,91,A,92,B,88,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,24,24,92,94,9,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9952,220916,,HURST-EULESS-BEDFORD ISD,220916044,BEDFORD J H,REGION 11: FORT WORTH,TARRANT,Middle School,9-Jul,No,No,962,48.80%,12.30%,A,91,A,92,A,92,A,92,A,92,B,88,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,24,24,92,94,9,12,ZONED SCHOOL-TRANSFERS ACCEPTED
9953,220916,,HURST-EULESS-BEDFORD ISD,220916045,HARWOOD J H,REGION 11: FORT WORTH,TARRANT,Middle School,9-Jul,No,No,"1,035",48.70%,9.20%,A,96,A,93,A,94,A,94,A,93,A,100,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,24,24,92,94,10,12,ZONED SCHOOL-TRANSFERS ACCEPTED
9954,220917,,CASTLEBERRY ISD,220917005,TARRANT CO J J A E P,REGION 11: FORT WORTH,TARRANT,Middle School,7-Jul,No,No,1,100.00%,100.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,12,12,99,99,12,9,SPECIAL ASSIGNMENT SCHOOL
9955,220917,,CASTLEBERRY ISD,220917041,IRMA MARSH MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,834,88.50%,39.60%,C,77,Not Rated: Senate Bill 1365,65,C,79,C,79,C,75,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,99,99,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9956,220918,,EAGLE MT-SAGINAW ISD,220918041,WAYSIDE MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,"1,061",35.10%,8.30%,B,80,B,82,B,80,B,80,C,70,C,76,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,99,99,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9957,220918,,EAGLE MT-SAGINAW ISD,220918042,HIGHLAND MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,756,49.20%,18.00%,B,87,C,79,B,89,B,89,C,77,B,83,Targeted Support,,Not Earned,Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,12,12,93,93,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9958,220918,,EAGLE MT-SAGINAW ISD,220918043,CREEKVIEW MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,833,37.80%,13.20%,A,91,A,90,A,91,A,91,B,85,A,90,Targeted Support,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,12,12,99,99,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9959,220918,,EAGLE MT-SAGINAW ISD,220918044,PRAIRIE VISTA,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,895,44.80%,16.00%,B,81,C,76,B,83,B,83,Not Rated: Senate Bill 1365,69,C,76,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,12,12,93,93,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9960,220918,,EAGLE MT-SAGINAW ISD,220918045,ED WILLKIE MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,703,44.10%,9.80%,C,78,C,78,C,77,C,77,C,72,C,79,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,99,99,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9961,220918,,EAGLE MT-SAGINAW ISD,220918046,MARINE CREEK MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jun,No,No,"1,060",55.60%,16.30%,C,77,C,72,C,79,C,79,Not Rated: Senate Bill 1365,66,C,73,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,99,99,12,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9962,220919,,CARROLL ISD,220919041,CARROLL MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jul,No,No,779,1.20%,0.90%,A,97,A,96,A,95,A,95,B,89,A,100,,,Earned,Earned,Not Earned,Earned,Earned,Earned,Earned,24,24,98,98,9,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9963,220919,,CARROLL ISD,220919043,GEORGE DAWSON MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jul,No,No,632,1.30%,1.10%,A,97,A,97,A,95,A,95,A,90,A,97,,,Earned,Not Earned,Earned,Earned,Earned,Not Earned,Earned,24,24,98,98,10,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9964,220919,,CARROLL ISD,220919106,DON T DURHAM INT,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,705,2.10%,2.40%,A,97,A,95,A,92,A,92,B,85,A,100,,,Earned,Earned,,,Earned,Earned,Earned,24,24,98,98,9,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9965,220919,,CARROLL ISD,220919108,EUBANKS INT,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,555,0.70%,3.80%,A,96,A,96,A,91,A,91,B,86,A,97,,,Earned,Earned,Earned,,Earned,Not Earned,Earned,24,24,98,98,10,9,ZONED SCHOOL-TRANSFERS ACCEPTED
9966,220920,,WHITE SETTLEMENT ISD,220920041,BREWER MIDDLE,REGION 11: FORT WORTH,TARRANT,Middle School,8-Jul,No,No,"1,063",54.20%,15.00%,B,80,C,78,B,81,B,81,B,80,C,78,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,12,12,99,97,12,9,COMBINED ENROLLMENT TYPE SCHOOL
9967,220920,,WHITE SETTLEMENT ISD,220920105,TANNAHILL INT,REGION 11: FORT WORTH,TARRANT,Middle School,6-May,No,No,909,57.60%,19.70%,C,77,C,75,C,77,C,72,C,77,C,76,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,97,97,10,9,COMBINED ENROLLMENT TYPE SCHOOL
9968,221901,,ABILENE ISD,221901044,MADISON MIDDLE,REGION 14: ABILENE,TAYLOR,Middle School,8-Jun,No,No,825,63.30%,2.70%,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,60,C,70,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,71,71,24,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9969,221901,,ABILENE ISD,221901045,MANN MIDDLE,REGION 14: ABILENE,TAYLOR,Middle School,8-Jun,No,No,864,69.30%,7.40%,Not Rated: Senate Bill 1365,64,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,59,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,71,71,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9970,221901,,ABILENE ISD,221901047,CLACK MIDDLE,REGION 14: ABILENE,TAYLOR,Middle School,8-Jun,No,No,720,63.90%,7.80%,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,59,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,71,71,24,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9971,221901,,ABILENE ISD,221901048,CRAIG MIDDLE,REGION 14: ABILENE,TAYLOR,Middle School,8-Jun,No,No,834,69.30%,6.20%,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,67,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,71,71,24,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9972,221904,,MERKEL ISD,221904041,MERKEL MIDDLE,REGION 14: ABILENE,TAYLOR,Middle School,8-Jun,No,No,227,48.90%,1.30%,C,73,C,73,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,60,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,71,71,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9973,221904,,MERKEL ISD,221904105,TAYLOR COUNTY LEARNING CENTER,REGION 14: ABILENE,TAYLOR,Middle School,9-Aug,No,No,2,0.00%,0.00%,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,,,,,,,,,,19,19,71,71,24,28,SPECIAL ASSIGNMENT SCHOOL
9974,221911,,JIM NED CISD,221911041,JIM NED MIDDLE,REGION 14: ABILENE,TAYLOR,Middle School,8-Jun,No,No,378,15.30%,0.00%,B,88,A,90,C,77,C,77,Not Rated: Senate Bill 1365,63,B,83,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,71,71,24,28,ZONED SCHOOL- NO TRANSFERS ACCEPTED
9975,221912,,WYLIE ISD,221912041,WYLIE WEST J H,REGION 14: ABILENE,TAYLOR,Middle School,8-May,No,No,888,19.50%,1.60%,A,93,A,92,B,89,B,89,B,81,A,95,,,Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,19,19,71,71,24,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9976,221912,,WYLIE ISD,221912042,WYLIE EAST J H,REGION 14: ABILENE,TAYLOR,Middle School,8-May,No,No,715,23.80%,2.00%,A,91,A,92,B,88,B,88,B,83,B,87,,,Not Earned,Not Earned,Earned,Earned,Earned,Not Earned,Earned,19,19,71,71,24,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9977,223901,,BROWNFIELD ISD,223901041,BROWNFIELD MIDDLE,REGION 17: LUBBOCK,TERRY,Middle School,8-Jun,No,No,363,82.40%,10.50%,C,72,Not Rated: Senate Bill 1365,64,C,72,Not Rated: Senate Bill 1365,60,C,72,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,19,19,83,83,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9978,225902,,MOUNT PLEASANT ISD,225902041,MOUNT PLEASANT J H,REGION 08: MT PLEASANT,TITUS,Middle School,8-Jul,No,No,787,81.30%,54.30%,B,81,C,74,B,85,B,85,B,83,C,73,Targeted Support,,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,4,1,5,5,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
9979,225902,,MOUNT PLEASANT ISD,225902042,P E WALLACE MIDDLE,REGION 08: MT PLEASANT,TITUS,Middle School,6-May,No,No,663,82.10%,56.40%,B,86,C,79,A,90,Not Rated: Senate Bill 1365,63,A,90,C,78,,,Not Earned,Earned,Earned,,Not Earned,Not Earned,Earned,4,1,5,5,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
9980,225906,,CHAPEL HILL ISD,225906041,CHAPEL HILL J H,REGION 08: MT PLEASANT,TITUS,Middle School,8-Jun,No,No,243,40.30%,18.50%,B,83,B,85,B,80,B,80,B,80,C,77,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,4,1,5,5,1,1,ZONED SCHOOL-TRANSFERS ACCEPTED
9981,226903,,SAN ANGELO ISD,226903042,GLENN MIDDLE,REGION 15: SAN ANGELO,TOM GREEN,Middle School,8-Jun,No,No,"1,279",54.90%,3.20%,C,72,C,71,C,72,C,72,Not Rated: Senate Bill 1365,63,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,11,11,72,72,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9982,226903,,SAN ANGELO ISD,226903043,LONE STAR MIDDLE,REGION 15: SAN ANGELO,TOM GREEN,Middle School,8-Jun,No,No,982,64.70%,4.20%,C,70,Not Rated: Senate Bill 1365,67,C,70,C,70,Not Rated: Senate Bill 1365,66,C,70,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,11,11,72,72,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9983,226903,,SAN ANGELO ISD,226903045,LINCOLN MIDDLE,REGION 15: SAN ANGELO,TOM GREEN,Middle School,8-Jun,No,No,930,79.60%,8.00%,C,71,Not Rated: Senate Bill 1365,60,C,70,C,70,Not Rated: Senate Bill 1365,66,C,73,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,11,11,72,72,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9984,226906,,WALL ISD,226906041,WALL MIDDLE,REGION 15: SAN ANGELO,TOM GREEN,Middle School,8-Jun,No,No,305,16.10%,0.00%,A,95,A,93,A,91,A,91,B,85,A,100,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,Earned,11,11,72,72,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9985,226907,,GRAPE CREEK ISD,226907041,GRAPE CREEK MIDDLE,REGION 15: SAN ANGELO,TOM GREEN,Middle School,8-Jun,No,No,281,61.90%,4.30%,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,60,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,11,11,72,72,28,28,ZONED SCHOOL-TRANSFERS ACCEPTED
9986,227806,,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,227806031,OLYMPIA HILLS,REGION 13: AUSTIN,TRAVIS,Middle School,8-Apr,No,Yes,18,0.00%,0.00%,A,94,A,93,A,94,A,94,Not Rated: Senate Bill 1365,69,Not Rated,        .,,,Earned,Earned,,,Earned,,Not Earned,35,35,45,45,25,21,OPEN ENROLLMENT CHARTER SCHOOL
9987,227820,,KIPP TEXAS PUBLIC SCHOOLS,227820041,KIPP AUSTIN COLLEGE PREP,REGION 04: HOUSTON,TRAVIS,Middle School,8-May,No,Yes,473,84.80%,64.30%,B,82,Not Rated: Senate Bill 1365,69,B,85,B,85,C,79,C,75,Targeted Support,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,35,37,46,50,14,14,OPEN ENROLLMENT CHARTER SCHOOL
9988,227820,,KIPP TEXAS PUBLIC SCHOOLS,227820042,KIPP AUSTIN ACADEMY OF ARTS & LETTERS,REGION 04: HOUSTON,TRAVIS,Middle School,8-May,No,Yes,456,85.70%,57.70%,B,83,C,72,B,82,B,80,B,82,B,84,,,Not Earned,Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,25,35,46,46,14,14,OPEN ENROLLMENT CHARTER SCHOOL
9989,227820,,KIPP TEXAS PUBLIC SCHOOLS,227820043,KIPP AUSTIN BEACON PREP,REGION 04: HOUSTON,TRAVIS,Middle School,8-May,No,Yes,469,87.60%,56.70%,B,82,Not Rated: Senate Bill 1365,69,B,85,B,85,C,79,C,75,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,35,35,51,51,21,21,OPEN ENROLLMENT CHARTER SCHOOL
9990,227820,,KIPP TEXAS PUBLIC SCHOOLS,227820044,KIPP AUSTIN VISTA MIDDLE SCHOOLS,REGION 04: HOUSTON,TRAVIS,Middle School,8-May,No,Yes,307,85.70%,53.10%,B,80,Not Rated: Senate Bill 1365,65,B,84,B,84,C,75,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,25,35,46,46,14,14,OPEN ENROLLMENT CHARTER SCHOOL
9991,227820,,KIPP TEXAS PUBLIC SCHOOLS,227820045,KIPP PASEO PREPARATORY SCHOOL,REGION 04: HOUSTON,TRAVIS,Middle School,7-May,No,Yes,208,89.40%,57.70%,C,74,Not Rated: Senate Bill 1365,57,C,75,C,75,Not Rated: Senate Bill 1365,63,C,70,,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,35,35,51,51,21,21,OPEN ENROLLMENT CHARTER SCHOOL
9992,227820,,KIPP TEXAS PUBLIC SCHOOLS,227820050,KIPP ACADEMY MIDDLE,REGION 04: HOUSTON,TRAVIS,Middle School,8-May,No,Yes,463,89.20%,36.50%,B,86,B,80,A,90,B,80,A,90,C,75,,,Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,9,9,131,131,13,13,OPEN ENROLLMENT CHARTER SCHOOL
9993,227820,,KIPP TEXAS PUBLIC SCHOOLS,227820051,KIPP 3D ACADEMY,REGION 04: HOUSTON,TRAVIS,Middle School,8-May,No,Yes,483,91.70%,49.30%,B,85,C,74,B,88,B,88,B,85,C,78,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,29,29,148,145,6,6,OPEN ENROLLMENT CHARTER SCHOOL
9994,227820,,KIPP TEXAS PUBLIC SCHOOLS,227820052,KIPP SHARPSTOWN COLEGE PREP,REGION 04: HOUSTON,TRAVIS,Middle School,8-May,No,Yes,462,90.00%,51.50%,A,91,B,87,A,92,A,91,A,92,B,89,,,Earned,Earned,Earned,Not Earned,Not Earned,Earned,Earned,7,7,137,137,17,15,OPEN ENROLLMENT CHARTER SCHOOL
9995,227820,,KIPP TEXAS PUBLIC SCHOOLS,227820053,KIPP POLARIS ACADEMY FOR BOYS,REGION 04: HOUSTON,TRAVIS,Middle School,8-May,No,Yes,333,90.70%,34.80%,C,77,Not Rated: Senate Bill 1365,67,C,79,C,79,C,79,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,18,18,141,141,13,13,OPEN ENROLLMENT CHARTER SCHOOL
9996,227820,,KIPP TEXAS PUBLIC SCHOOLS,227820054,KIPP INTREPID PREPARATORY,REGION 04: HOUSTON,TRAVIS,Middle School,8-May,No,Yes,480,87.10%,37.90%,B,82,C,74,B,85,B,84,B,85,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,29,29,145,145,6,6,OPEN ENROLLMENT CHARTER SCHOOL
