,District Number,Zip Codes,District,Region,County,School Type,Alternative Education Accountability,Charter,Number of Students,% Economically Disadvantaged,% EB/EL Students,Overall Rating,Overall Score,Student Achievement Rating,Student Achievement Score,School Progress Rating,School Progress Score,Academic Growth Rating,Academic Growth Score,Relative Performance Rating,Relative Performance Score,Closing the Gaps Rating,Closing the Gaps Score
4717,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,564,95.20%,47.70%,B,88,C,72,A,91,A,91,B,80,B,82
4718,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,507,92.90%,58.40%,A,90,C,73,A,96,A,96,B,82,C,77
4719,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,482,71.00%,19.70%,A,99,A,91,A,98,A,98,A,92,A,100
4720,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,424,96.50%,57.50%,A,90,C,71,A,95,A,95,C,79,C,79
4721,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,457,74.40%,17.90%,A,97,B,85,A,97,A,97,B,89,A,96
4722,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,402,88.60%,42.50%,A,96,C,78,A,97,A,97,B,87,A,92
4723,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,781,33.50%,26.40%,A,97,A,94,A,96,A,96,A,91,A,100
4724,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,491,72.70%,32.80%,A,97,B,86,A,96,A,96,A,90,A,100
4725,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,487,62.00%,32.00%,A,95,A,90,A,94,A,94,A,90,A,96
4726,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,531,52.40%,19.00%,A,96,A,90,A,94,A,94,B,88,A,100
4727,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,383,72.10%,31.90%,A,98,B,86,A,97,A,97,A,90,A,100
4728,108906,,MCALLEN ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,469,95.10%,62.70%,A,97,B,86,A,95,A,95,A,91,A,100
4729,108907,,MERCEDES ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,420,96.00%,30.00%,B,85,Not Rated: Senate Bill 1365,62,B,89,B,89,C,70,C,75
4730,108907,,MERCEDES ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,468,91.90%,32.10%,B,89,Not Rated: Senate Bill 1365,64,A,94,A,94,C,70,C,76
4731,108907,,MERCEDES ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,445,94.60%,23.80%,B,88,Not Rated: Senate Bill 1365,67,A,93,A,93,C,75,C,75
4732,108907,,MERCEDES ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,408,97.80%,43.90%,B,85,Not Rated: Senate Bill 1365,59,B,89,A,94,Not Rated: Senate Bill 1365,66,C,76
4733,108907,,MERCEDES ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,152,100.00%,44.10%,B,85,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4734,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,605,70.60%,23.10%,A,90,C,77,A,91,A,91,B,83,B,87
4735,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,351,96.60%,50.70%,B,88,Not Rated: Senate Bill 1365,62,A,92,A,92,C,70,C,77
4736,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,371,84.60%,38.30%,B,87,Not Rated: Senate Bill 1365,62,A,93,A,93,Not Rated: Senate Bill 1365,67,C,72
4737,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,346,96.20%,48.00%,B,85,Not Rated: Senate Bill 1365,57,B,89,B,89,Not Rated: Senate Bill 1365,60,C,75
4738,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,371,94.10%,36.90%,B,86,Not Rated: Senate Bill 1365,67,A,91,A,91,C,75,C,73
4739,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,381,94.80%,60.60%,B,84,C,71,B,85,B,85,C,79,B,81
4740,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,457,88.20%,38.90%,A,90,C,74,A,94,A,94,B,83,C,79
4741,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,620,63.50%,18.70%,A,93,B,80,A,96,A,96,B,84,B,85
4742,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,370,93.00%,38.40%,B,88,Not Rated: Senate Bill 1365,64,A,93,A,93,C,70,C,77
4743,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,369,96.50%,54.50%,B,84,Not Rated: Senate Bill 1365,58,B,89,A,91,Not Rated: Senate Bill 1365,63,C,73
4744,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,325,93.80%,43.10%,A,99,C,78,A,99,A,99,B,88,A,98
4745,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,538,89.40%,49.80%,B,89,Not Rated: Senate Bill 1365,69,A,94,A,94,C,75,C,77
4746,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,647,80.50%,30.60%,A,91,C,76,A,92,A,92,B,83,B,87
4747,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,360,88.90%,50.30%,A,91,C,71,A,96,A,96,C,79,C,78
4748,108908,,MISSION CISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,288,100.00%,45.10%,B,89,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4749,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,717,87.30%,44.90%,B,88,C,70,A,92,A,92,C,76,C,77
4750,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,449,92.00%,43.40%,B,84,Not Rated: Senate Bill 1365,62,B,88,B,88,Not Rated: Senate Bill 1365,69,C,74
4751,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,587,89.60%,60.30%,A,93,C,76,A,93,A,93,B,85,A,92
4752,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,618,96.60%,41.60%,B,86,Not Rated: Senate Bill 1365,65,A,91,A,91,C,73,C,75
4753,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,510,95.30%,55.50%,B,85,Not Rated: Senate Bill 1365,62,A,90,A,90,C,70,C,74
4754,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,570,81.40%,36.30%,A,94,C,78,A,96,A,96,B,86,B,89
4755,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,614,89.10%,47.70%,A,94,B,82,A,94,A,94,A,90,A,94
4756,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,572,92.80%,44.90%,B,87,Not Rated: Senate Bill 1365,62,A,92,A,92,Not Rated: Senate Bill 1365,69,C,75
4757,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,465,95.50%,60.40%,A,90,Not Rated: Senate Bill 1365,65,A,96,A,96,C,73,C,77
4758,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,671,87.90%,47.10%,A,91,C,74,A,93,A,93,B,82,B,87
4759,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,528,94.30%,51.90%,B,89,Not Rated: Senate Bill 1365,65,A,94,A,94,C,73,C,76
4760,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,605,81.30%,21.20%,A,91,C,73,A,95,A,95,B,81,B,80
4761,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,539,92.80%,40.80%,A,95,B,82,A,93,A,93,A,90,A,100
4762,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,510,88.60%,47.80%,B,85,Not Rated: Senate Bill 1365,69,B,88,B,88,C,75,C,77
4763,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,494,92.50%,45.30%,B,89,C,76,A,90,A,90,B,85,B,88
4764,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,386,98.70%,62.40%,A,95,C,77,A,96,A,96,B,86,A,94
4765,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,780,81.80%,37.60%,A,91,C,75,A,93,A,93,B,83,B,87
4766,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,425,91.10%,43.30%,C,79,Not Rated: Senate Bill 1365,64,B,82,B,82,C,70,C,73
4767,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,604,95.20%,58.30%,A,90,C,72,A,95,A,95,B,81,C,78
4768,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,368,95.40%,75.50%,A,90,C,74,A,92,A,92,B,83,B,86
4769,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,425,95.30%,63.10%,A,96,B,88,A,94,A,94,A,91,A,100
4770,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,423,96.00%,59.80%,B,86,Not Rated: Senate Bill 1365,65,A,90,A,90,C,73,C,75
4771,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,567,84.50%,34.20%,A,93,C,76,A,96,A,96,B,84,B,85
4772,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,652,94.80%,58.40%,A,91,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4773,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,528,97.70%,60.60%,B,87,C,72,A,91,A,91,B,81,C,79
4774,108909,,PHARR-SAN JUAN-ALAMO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,510,98.20%,68.40%,B,84,C,70,B,85,B,85,C,79,B,80
4775,108910,,PROGRESO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,332,100.00%,72.30%,B,87,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4776,108910,,PROGRESO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,302,100.00%,75.20%,B,89,C,72,A,94,A,94,B,81,C,77
4777,108911,,SHARYLAND ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,628,69.70%,29.10%,A,94,B,82,A,93,A,93,B,86,A,96
4778,108911,,SHARYLAND ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,542,83.40%,37.60%,B,87,C,70,A,91,A,91,C,75,C,79
4779,108911,,SHARYLAND ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,527,89.80%,43.30%,B,87,C,72,A,91,A,91,B,81,C,78
4780,108911,,SHARYLAND ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,499,70.70%,49.70%,A,95,B,86,A,96,A,96,A,90,A,92
4781,108911,,SHARYLAND ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,442,65.20%,64.00%,A,97,A,90,A,97,A,97,A,90,A,96
4782,108911,,SHARYLAND ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,563,79.00%,58.60%,A,97,A,90,A,96,A,96,A,91,A,100
4783,108911,,SHARYLAND ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,659,44.60%,51.30%,A,97,A,92,A,97,A,97,A,91,A,96
4784,108911,,SHARYLAND ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,686,70.10%,39.40%,A,95,C,79,A,94,A,94,B,85,A,96
4785,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,395,100.00%,60.30%,B,88,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4786,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,650,84.60%,31.10%,A,92,C,77,A,94,A,94,B,85,B,86
4787,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,388,99.20%,44.60%,B,87,C,72,A,91,A,91,B,81,C,79
4788,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,280,93.60%,70.70%,B,82,Not Rated: Senate Bill 1365,59,B,85,B,85,Not Rated: Senate Bill 1365,65,C,74
4789,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,315,97.80%,48.30%,B,80,C,72,B,81,Not Rated: Senate Bill 1365,67,B,81,C,76
4790,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,269,97.40%,57.20%,A,96,B,83,A,94,A,94,A,90,A,100
4791,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,446,89.00%,40.80%,A,96,A,92,A,94,A,94,A,93,A,100
4792,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,413,96.40%,60.50%,A,93,C,73,A,94,A,94,B,82,A,92
4793,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,571,84.10%,46.40%,B,84,C,77,B,85,B,80,B,85,B,80
4794,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,422,97.20%,73.70%,B,87,Not Rated: Senate Bill 1365,67,A,91,A,91,C,75,C,77
4795,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,406,95.10%,66.30%,A,94,C,77,A,95,A,95,B,87,A,90
4796,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,521,93.90%,48.20%,B,88,C,76,B,89,B,89,B,85,B,84
4797,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,423,97.90%,68.80%,A,91,C,75,A,93,A,93,B,85,B,87
4798,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,434,90.30%,48.40%,B,87,C,71,A,91,A,91,C,79,C,78
4799,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,532,89.50%,35.30%,A,97,B,89,A,96,A,96,A,91,A,100
4800,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,337,95.00%,49.00%,B,89,C,72,A,91,A,91,B,81,B,83
4801,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,489,96.70%,73.60%,B,87,C,72,A,91,A,91,B,81,C,79
4802,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,504,99.20%,76.20%,C,73,Not Rated: Senate Bill 1365,56,C,77,C,77,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,63
4803,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,524,74.00%,33.80%,A,93,B,83,A,93,A,93,B,88,A,92
4804,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,354,96.30%,61.90%,B,89,C,73,A,93,A,93,B,82,B,80
4805,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,536,96.50%,78.40%,B,86,C,71,A,90,A,90,C,79,C,78
4806,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,481,95.80%,61.70%,B,87,Not Rated: Senate Bill 1365,62,A,92,A,92,C,70,C,75
4807,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,473,96.60%,73.20%,B,83,Not Rated: Senate Bill 1365,57,B,86,B,86,Not Rated: Senate Bill 1365,60,C,75
4808,108912,,LA JOYA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,515,95.50%,68.70%,B,89,C,70,A,93,A,93,C,78,C,79
4809,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,694,86.30%,25.60%,B,89,C,77,A,94,A,94,B,86,C,78
4810,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,488,81.40%,22.30%,B,88,Not Rated: Senate Bill 1365,62,A,94,A,94,Not Rated: Senate Bill 1365,66,C,75
4811,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,565,93.50%,33.50%,A,90,C,77,A,94,A,94,B,87,C,79
4812,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,841,86.20%,28.30%,A,91,C,76,A,93,A,93,B,84,B,85
4813,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,641,83.60%,27.10%,A,92,C,76,A,96,A,96,B,84,B,81
4814,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,933,65.50%,14.80%,A,94,B,88,A,93,A,93,B,89,A,96
4815,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,663,94.70%,33.20%,A,90,C,71,A,95,A,95,C,79,C,78
4816,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,695,90.80%,35.10%,B,89,C,73,A,95,A,95,B,82,C,75
4817,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,848,82.00%,19.60%,B,89,C,77,A,93,A,93,B,85,B,81
4818,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,477,89.70%,33.80%,A,95,C,77,A,95,A,95,B,86,A,96
4819,108913,,WESLACO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,429,100.00%,35.70%,B,89,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4820,108914,,LA VILLA ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,240,93.80%,22.90%,B,81,Not Rated: Senate Bill 1365,60,B,85,B,85,Not Rated: Senate Bill 1365,67,C,71
4821,108915,,MONTE ALTO ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,385,93.00%,40.50%,B,89,C,72,A,93,A,93,B,80,C,78
4822,108916,,VALLEY VIEW ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,437,93.60%,78.70%,A,94,B,89,A,93,A,93,A,91,A,96
4823,108916,,VALLEY VIEW ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,361,99.40%,81.70%,B,89,C,71,A,92,A,92,B,80,B,81
4824,108916,,VALLEY VIEW ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,404,94.60%,80.00%,A,98,B,86,A,97,A,97,A,91,A,100
4825,108916,,VALLEY VIEW ISD,REGION 01: EDINBURG,HIDALGO,Elementary,No,No,343,96.80%,88.60%,A,98,A,90,A,97,A,97,A,92,A,100
4826,109904,,HILLSBORO ISD,REGION 12: WACO,HILL,Elementary,No,No,392,75.50%,14.30%,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,67,C,70,Not Rated: Senate Bill 1365,58,C,70,Not Rated: Senate Bill 1365,63
4827,109904,,HILLSBORO ISD,REGION 12: WACO,HILL,Elementary,No,No,679,75.70%,20.90%,C,76,C,72,C,78,Not Rated,        .,C,78,C,72
4828,109905,,HUBBARD ISD,REGION 12: WACO,HILL,Elementary,No,No,218,55.50%,2.30%,B,80,C,76,B,82,B,82,C,75,C,75
4829,109907,,ITASCA ISD,REGION 12: WACO,HILL,Elementary,No,No,298,76.20%,20.10%,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,58,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,64
4830,109908,,MALONE ISD,REGION 12: WACO,HILL,Elementary,No,No,153,91.50%,55.60%,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,64,C,72,C,72,C,70,Not Rated: Senate Bill 1365,62
4831,109911,,WHITNEY ISD,REGION 12: WACO,HILL,Elementary,No,No,399,66.70%,6.30%,C,77,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4832,109911,,WHITNEY ISD,REGION 12: WACO,HILL,Elementary,No,No,300,63.00%,9.30%,C,77,C,75,C,79,C,79,C,77,C,72
4833,110902,,LEVELLAND ISD,REGION 17: LUBBOCK,HOCKLEY,Elementary,No,No,401,79.60%,11.70%,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,67,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,65
4834,110902,,LEVELLAND ISD,REGION 17: LUBBOCK,HOCKLEY,Elementary,No,No,278,75.20%,15.50%,C,77,C,74,B,80,Not Rated,        .,B,80,Not Rated: Senate Bill 1365,69
4835,110902,,LEVELLAND ISD,REGION 17: LUBBOCK,HOCKLEY,Elementary,No,No,295,83.10%,0.70%,C,75,C,71,C,77,Not Rated,        .,C,77,C,70
4836,110902,,LEVELLAND ISD,REGION 17: LUBBOCK,HOCKLEY,Elementary,No,No,400,80.80%,9.80%,C,75,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4837,110907,,SUNDOWN ISD,REGION 17: LUBBOCK,HOCKLEY,Elementary,No,No,245,49.00%,5.30%,A,95,A,93,A,93,A,93,A,92,A,100
4838,111901,,GRANBURY ISD,REGION 11: FORT WORTH,HOOD,Elementary,No,No,818,44.00%,4.00%,A,94,A,91,A,93,A,93,B,87,A,96
4839,111901,,GRANBURY ISD,REGION 11: FORT WORTH,HOOD,Elementary,No,No,310,89.40%,23.20%,B,82,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4840,111901,,GRANBURY ISD,REGION 11: FORT WORTH,HOOD,Elementary,No,No,460,78.00%,16.70%,B,88,C,74,A,92,A,92,B,81,C,77
4841,111901,,GRANBURY ISD,REGION 11: FORT WORTH,HOOD,Elementary,No,No,616,43.20%,3.20%,A,95,A,93,A,91,A,91,A,91,A,100
4842,111901,,GRANBURY ISD,REGION 11: FORT WORTH,HOOD,Elementary,No,No,796,48.10%,2.80%,A,91,A,90,B,86,B,86,B,86,A,92
4843,111901,,GRANBURY ISD,REGION 11: FORT WORTH,HOOD,Elementary,No,No,742,66.00%,28.40%,B,88,B,80,B,88,B,88,B,85,B,87
4844,111902,,LIPAN ISD,REGION 11: FORT WORTH,HOOD,Elementary,No,No,231,59.70%,3.90%,B,86,A,90,A,90,Not Rated: Senate Bill 1365,67,A,90,C,75
4845,111903,,TOLAR ISD,REGION 11: FORT WORTH,HOOD,Elementary,No,No,396,47.50%,0.00%,B,80,C,79,B,82,B,82,C,77,C,75
4846,112901,,SULPHUR SPRINGS ISD,REGION 08: MT PLEASANT,HOPKINS,Elementary,No,No,336,73.50%,5.10%,Not Rated: Senate Bill 1365,69,C,70,C,72,Not Rated,        .,C,72,Not Rated: Senate Bill 1365,61
4847,112901,,SULPHUR SPRINGS ISD,REGION 08: MT PLEASANT,HOPKINS,Elementary,No,No,301,72.40%,4.70%,Not Rated: Senate Bill 1365,63,Not Rated: Senate Bill 1365,69,C,70,Not Rated,        .,C,70,Not Rated: Senate Bill 1365,48
4848,112901,,SULPHUR SPRINGS ISD,REGION 08: MT PLEASANT,HOPKINS,Elementary,No,No,272,75.70%,61.40%,C,71,Not Rated: Senate Bill 1365,69,C,72,Not Rated,        .,C,72,Not Rated: Senate Bill 1365,67
4849,112901,,SULPHUR SPRINGS ISD,REGION 08: MT PLEASANT,HOPKINS,Elementary,No,No,317,54.60%,3.80%,Not Rated: Senate Bill 1365,66,C,72,Not Rated: Senate Bill 1365,66,Not Rated,        .,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,52
4850,112901,,SULPHUR SPRINGS ISD,REGION 08: MT PLEASANT,HOPKINS,Elementary,No,No,224,96.00%,17.40%,B,88,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4851,112901,,SULPHUR SPRINGS ISD,REGION 08: MT PLEASANT,HOPKINS,Elementary,No,No,620,64.80%,18.50%,B,89,C,79,A,90,A,90,B,84,B,86
4852,112905,,CUMBY ISD,REGION 08: MT PLEASANT,HOPKINS,Elementary,No,No,212,65.60%,6.60%,Not Rated: Senate Bill 1365,64,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,62,Not Rated: Senate Bill 1365,61
4853,112906,,NORTH HOPKINS ISD,REGION 08: MT PLEASANT,HOPKINS,Elementary,No,No,306,61.80%,14.10%,B,82,B,82,B,85,C,79,B,85,C,75
4854,113901,,CROCKETT ISD,REGION 06: HUNTSVILLE,HOUSTON,Elementary,No,No,390,92.30%,20.50%,C,71,Not Rated: Senate Bill 1365,53,C,72,C,72,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,67
4855,113901,,CROCKETT ISD,REGION 06: HUNTSVILLE,HOUSTON,Elementary,No,No,151,99.30%,19.90%,C,71,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4856,113902,,GRAPELAND ISD,REGION 06: HUNTSVILLE,HOUSTON,Elementary,No,No,320,63.80%,0.30%,B,85,C,77,B,88,B,88,B,80,C,79
4857,113903,,LOVELADY ISD,REGION 06: HUNTSVILLE,HOUSTON,Elementary,No,No,271,59.80%,1.10%,B,82,B,83,B,85,B,85,B,85,C,76
4858,113905,,LATEXO ISD,REGION 06: HUNTSVILLE,HOUSTON,Elementary,No,No,277,54.50%,7.20%,C,78,C,70,C,79,C,79,Not Rated: Senate Bill 1365,60,C,75
4859,114901,,BIG SPRING ISD,REGION 18: MIDLAND,HOWARD,Elementary,No,No,243,72.40%,5.30%,B,86,C,78,B,85,B,80,B,85,B,89
4860,114901,,BIG SPRING ISD,REGION 18: MIDLAND,HOWARD,Elementary,No,No,88,78.40%,11.40%,C,76,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
4861,114901,,BIG SPRING ISD,REGION 18: MIDLAND,HOWARD,Elementary,No,No,353,79.60%,12.70%,C,76,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .,Not Rated,        .
